"Time"	"6 sonic do"	"5 sonicinl"	"3 WP right"	"2 WPcentre"	"1 WP left"
24.80	-299.94	-477.23	-94.43	1282.05	1178.79
24.81	-299.64	-477.56	-94.70	1279.84	1178.69
24.82	-298.89	-476.50	-94.94	1279.17	1177.45
24.83	-300.06	-477.61	-94.34	1279.76	1179.44
24.84	-299.41	-476.85	-94.71	1280.23	1178.64
24.85	-299.53	-477.87	-95.21	1279.66	1179.35
24.86	-299.20	-477.02	-94.90	1281.17	1178.54
24.87	-298.63	-478.73	-94.95	1281.28	1178.51
24.88	-299.79	-477.70	-94.90	1280.14	1177.40
24.89	-300.01	-478.18	-95.30	1280.59	1177.29
24.90	-298.01	-478.31	-95.69	1280.14	1178.18
24.91	-299.20	-477.89	-95.30	1278.38	1177.49
24.92	-298.08	-478.54	-95.55	1280.49	1178.07
24.93	-298.65	-478.61	-95.82	1279.91	1178.05
24.94	-299.53	-478.49	-95.96	1278.55	1177.56
24.95	-298.90	-478.90	-96.01	1279.36	1177.98
24.96	-300.27	-479.00	-95.75	1278.08	1177.44
24.97	-299.24	-478.92	-96.30	1279.43	1177.42
24.98	-299.19	-478.26	-96.64	1279.44	1177.42
24.99	-298.56	-478.43	-96.38	1278.74	1176.20
25.00	-298.14	-478.27	-96.55	1280.08	1177.41
25.01	-298.84	-477.89	-96.58	1279.58	1177.02
25.02	-298.92	-478.63	-96.95	1278.34	1177.08
25.03	-299.10	-478.70	-97.06	1278.86	1176.80
25.04	-298.45	-479.37	-96.82	1277.16	1176.33
25.05	-298.25	-479.40	-97.08	1278.88	1176.88
25.06	-299.39	-479.64	-97.53	1279.65	1176.68
25.07	-299.18	-479.50	-97.57	1277.76	1176.34
25.08	-299.31	-478.93	-97.51	1279.56	1176.16
25.09	-298.59	-479.57	-97.43	1277.13	1175.78
25.10	-298.55	-479.80	-97.93	1277.38	1176.10
25.11	-299.19	-481.61	-98.20	1277.72	1175.90
25.12	-298.35	-480.63	-97.97	1277.66	1175.39
25.13	-300.51	-480.23	-98.03	1277.03	1175.46
25.14	-298.40	-480.77	-98.49	1277.73	1174.84
25.15	-298.26	-480.90	-98.70	1272.10	1174.83
25.16	-298.76	-483.04	-98.70	1277.36	1175.37
25.17	-299.16	-480.90	-98.39	1276.53	1173.75
25.18	-298.24	-481.65	-98.77	1275.62	1174.73
25.19	-298.69	-480.69	-99.31	1275.50	1174.83
25.20	-298.46	-481.91	-99.19	1277.45	1174.18
25.21	-298.70	-482.14	-99.19	1276.14	1173.90
25.22	-298.77	-479.51	-99.42	1275.55	1172.99
25.23	-299.11	-481.74	-99.89	1276.66	1174.18
25.24	-298.25	-481.99	-100.03	1276.35	1173.22
25.25	-299.58	-481.53	-99.73	1274.22	1172.29
25.26	-299.01	-481.60	-99.95	1275.92	1173.53
25.27	-298.65	-481.23	-100.53	1275.89	1172.66
25.28	-298.53	-482.81	-100.61	1275.12	1172.46
25.29	-299.22	-483.07	-100.64	1274.89	1173.82
25.30	-298.28	-481.85	-100.59	1274.97	1172.44
25.31	-298.54	-483.03	-101.10	1272.62	1172.07
25.32	-299.20	-483.14	-101.51	1274.79	1171.98
25.33	-298.74	-483.09	-101.20	1275.38	1172.07
25.34	-298.34	-483.77	-101.31	1274.19	1171.14
25.35	-298.37	-483.86	-101.90	1273.38	1172.35
25.36	-297.34	-482.76	-102.13	1273.85	1171.03
25.37	-298.61	-483.96	-102.29	1272.99	1171.32
25.38	-298.79	-483.06	-102.15	1272.57	1171.17
25.39	-298.71	-482.43	-102.54	1273.79	1170.12
25.40	-298.42	-484.70	-102.81	1273.32	1168.72
25.41	-298.07	-485.32	-102.87	1273.04	1170.20
25.42	-299.73	-485.35	-102.92	1271.78	1170.08
25.43	-299.29	-485.54	-103.08	1272.14	1170.10
25.44	-299.09	-484.89	-103.63	1273.35	1169.85
25.45	-298.98	-484.62	-103.83	1272.72	1170.14
25.46	-299.16	-485.83	-103.62	1271.08	1170.32
25.47	-300.78	-486.86	-103.79	1271.83	1170.30
25.48	-299.43	-486.25	-104.34	1272.94	1169.44
25.49	-299.12	-486.73	-104.40	1271.52	1168.88
25.50	-298.20	-486.61	-104.55	1270.69	1168.95
25.51	-299.08	-485.54	-104.45	1270.61	1168.77
25.52	-299.01	-486.23	-104.90	1269.61	1168.87
25.53	-298.46	-487.51	-105.36	1271.03	1168.49
25.54	-299.45	-487.46	-105.01	1270.06	1168.48
25.55	-299.66	-487.23	-105.25	1266.73	1167.72
25.56	-298.96	-487.91	-105.50	1269.24	1168.05
25.57	-300.03	-487.46	-105.87	1270.14	1167.64
25.58	-298.45	-487.61	-105.99	1267.19	1167.96
25.59	-300.26	-488.76	-105.74	1269.26	1167.17
25.60	-299.43	-488.12	-106.07	1269.28	1166.90
25.61	-299.89	-488.41	-106.48	1266.93	1167.29
25.62	-299.58	-490.33	-106.42	1271.02	1167.14
25.63	-300.59	-486.81	-106.37	1269.11	1166.77
25.64	-300.74	-488.65	-106.52	1268.78	1167.04
25.65	-300.66	-488.75	-107.09	1268.36	1167.07
25.66	-299.88	-489.30	-107.32	1268.54	1166.56
25.67	-300.43	-489.73	-106.86	1269.87	1166.40
25.68	-300.60	-489.33	-107.17	1269.65	1165.81
25.69	-299.99	-489.41	-107.52	1268.35	1166.88
25.70	-300.72	-489.03	-107.67	1267.28	1166.15
25.71	-299.42	-490.13	-107.59	1267.39	1166.92
25.72	-299.77	-490.32	-107.48	1269.55	1165.81
25.73	-300.17	-489.48	-107.98	1268.32	1166.11
25.74	-299.65	-490.46	-108.30	1266.08	1165.67
25.75	-299.32	-490.60	-107.98	1267.21	1164.43
25.76	-300.03	-489.54	-108.06	1266.82	1165.22
25.77	-299.98	-490.51	-108.26	1265.48	1164.76
25.78	-300.63	-491.22	-108.56	1266.14	1165.17
25.79	-300.66	-491.88	-108.49	1266.96	1165.12
25.80	-301.08	-490.68	-108.17	1267.40	1165.31
25.81	-300.28	-490.76	-108.62	1266.35	1165.10
25.82	-300.01	-491.86	-108.89	1268.18	1164.96
25.83	-300.79	-491.08	-108.72	1264.66	1166.26
25.84	-301.23	-491.75	-108.59	1266.23	1165.18
25.85	-301.49	-490.87	-108.69	1266.55	1165.49
25.86	-301.01	-491.62	-109.05	1265.65	1165.30
25.87	-301.01	-491.62	-109.03	1265.43	1165.20
25.88	-301.18	-491.36	-108.69	1266.38	1164.74
25.89	-301.08	-492.38	-108.82	1267.05	1164.62
25.90	-301.12	-491.10	-109.07	1265.50	1165.24
25.91	-301.30	-492.40	-108.90	1266.44	1164.04
25.92	-301.01	-491.19	-108.81	1266.75	1161.69
25.93	-301.62	-491.42	-108.63	1266.18	1165.29
25.94	-301.11	-491.62	-108.93	1265.75	1165.16
25.95	-301.91	-490.96	-108.98	1265.43	1165.08
25.96	-302.46	-491.66	-108.64	1267.12	1164.91
25.97	-301.65	-490.67	-108.58	1265.63	1166.21
25.98	-302.83	-490.74	-108.74	1267.80	1168.54
25.99	-302.42	-491.37	-108.78	1265.82	1165.07
26.00	-302.26	-490.90	-108.64	1266.14	1164.82
26.01	-301.82	-491.74	-108.27	1264.27	1164.92
26.02	-302.54	-491.79	-108.41	1266.98	1165.40
26.03	-302.18	-492.64	-108.54	1266.56	1164.99
26.04	-302.37	-491.53	-108.24	1266.82	1166.21
26.05	-303.46	-492.80	-108.11	1267.29	1165.58
26.06	-301.49	-491.40	-107.93	1266.14	1165.39
26.07	-303.23	-491.82	-108.04	1271.38	1165.67
26.08	-303.57	-492.22	-108.16	1267.86	1166.16
26.09	-302.42	-491.97	-107.53	1267.44	1166.21
26.10	-302.33	-492.20	-107.42	1265.81	1166.00
26.11	-301.69	-490.50	-107.63	1267.81	1165.92
26.12	-302.35	-491.57	-107.54	1267.68	1165.74
26.13	-302.55	-491.41	-107.40	1267.40	1166.17
26.14	-302.09	-490.51	-107.05	1268.86	1165.44
26.15	-303.94	-490.96	-107.18	1268.17	1166.65
26.16	-301.90	-491.58	-107.20	1268.82	1166.19
26.17	-305.34	-491.67	-106.73	1267.80	1166.80
26.18	-302.95	-490.55	-106.79	1268.45	1167.16
26.19	-303.31	-491.52	-106.50	1267.29	1166.75
26.20	-303.50	-488.88	-106.55	1268.78	1166.96
26.21	-303.64	-490.57	-106.43	1269.60	1167.20
26.22	-301.57	-490.99	-105.82	1269.10	1167.41
26.23	-302.01	-490.20	-106.02	1269.44	1167.32
26.24	-303.00	-489.12	-105.92	1268.99	1167.82
26.25	-303.54	-488.85	-105.61	1268.90	1167.35
26.26	-303.96	-489.81	-105.59	1268.54	1166.42
26.27	-304.09	-489.74	-105.12	1269.53	1168.40
26.28	-304.52	-488.80	-105.31	1269.64	1168.39
26.29	-303.07	-489.46	-105.16	1270.70	1168.18
26.30	-304.20	-488.65	-104.48	1272.39	1168.71
26.31	-303.98	-488.61	-104.56	1271.51	1168.76
26.32	-303.89	-489.03	-104.44	1270.96	1168.73
26.33	-304.53	-488.72	-104.32	1270.63	1169.25
26.34	-305.12	-487.26	-104.01	1272.30	1169.50
26.35	-304.41	-487.87	-103.37	1270.36	1170.16
26.36	-304.04	-487.34	-103.56	1272.28	1170.24
26.37	-304.24	-487.47	-103.53	1272.02	1170.49
26.38	-304.25	-488.41	-102.92	1272.19	1169.88
26.39	-306.73	-487.41	-102.80	1273.40	1170.76
26.40	-304.34	-485.61	-102.50	1274.22	1171.09
26.41	-304.87	-486.87	-102.58	1274.40	1170.87
26.42	-304.26	-487.25	-102.16	1271.55	1171.35
26.43	-305.02	-486.29	-101.55	1272.64	1171.02
26.44	-305.12	-485.82	-101.69	1272.85	1172.17
26.45	-304.32	-485.70	-101.56	1273.53	1172.01
26.46	-305.67	-485.78	-101.24	1274.57	1172.31
26.47	-305.32	-485.04	-100.91	1275.14	1172.06
26.48	-304.31	-484.82	-100.59	1274.10	1172.88
26.49	-304.13	-485.72	-100.61	1274.17	1174.17
26.50	-304.51	-484.35	-100.31	1276.49	1173.04
26.51	-304.46	-484.55	-99.71	1274.22	1173.29
26.52	-304.44	-483.03	-99.82	1275.85	1173.77
26.53	-305.26	-483.60	-99.48	1277.04	1174.00
26.54	-305.01	-483.89	-99.44	1275.21	1173.52
26.55	-304.93	-483.18	-98.97	1275.40	1173.81
26.56	-304.54	-482.36	-98.48	1274.22	1174.46
26.57	-305.39	-482.56	-98.63	1275.72	1174.82
26.58	-304.83	-482.67	-98.40	1277.34	1175.70
26.59	-304.99	-482.15	-97.85	1276.59	1175.32
26.60	-304.62	-482.08	-97.57	1278.60	1176.50
26.61	-305.56	-481.82	-97.47	1278.29	1176.78
26.62	-305.74	-481.47	-97.47	1277.32	1176.61
26.63	-305.16	-482.35	-97.05	1276.91	1176.01
26.64	-305.24	-480.85	-96.54	1279.41	1176.61
26.65	-304.93	-480.68	-96.48	1277.76	1177.00
26.66	-304.52	-480.90	-96.40	1279.07	1177.52
26.67	-304.83	-480.78	-96.11	1279.60	1177.00
26.68	-304.16	-480.39	-95.66	1280.14	1177.58
26.69	-306.11	-481.00	-95.32	1277.83	1177.96
26.70	-305.79	-479.88	-95.45	1280.08	1178.08
26.71	-304.91	-480.37	-95.06	1280.24	1178.52
26.72	-306.08	-479.39	-94.39	1279.92	1179.36
26.73	-306.10	-479.78	-94.33	1280.00	1179.03
26.74	-307.56	-478.22	-94.32	1280.57	1178.84
26.75	-305.83	-478.68	-94.14	1280.37	1179.42
26.76	-305.44	-478.91	-93.72	1281.00	1179.41
26.77	-305.87	-478.21	-93.23	1279.74	1179.87
26.78	-305.69	-477.43	-93.34	1280.66	1180.02
26.79	-304.75	-478.09	-93.27	1280.49	1181.53
26.80	-305.24	-477.86	-92.65	1284.37	1180.26
26.81	-306.24	-477.84	-92.41	1282.76	1180.33
26.82	-305.56	-476.94	-92.37	1282.03	1180.69
26.83	-305.79	-476.83	-92.43	1283.23	1180.69
26.84	-305.45	-474.93	-92.00	1282.95	1180.79
26.85	-306.61	-476.30	-91.45	1282.14	1180.20
26.86	-306.32	-476.71	-91.58	1283.23	1181.74
26.87	-306.79	-476.10	-91.48	1283.95	1181.92
26.88	-305.85	-475.05	-91.12	1283.38	1181.23
26.89	-305.91	-475.30	-90.79	1282.32	1181.66
26.90	-306.25	-476.75	-90.62	1282.72	1181.88
26.91	-307.26	-475.55	-90.85	1283.27	1182.01
26.92	-305.89	-474.70	-90.61	1283.94	1183.31
26.93	-306.24	-475.41	-90.07	1282.34	1182.13
26.94	-305.69	-475.18	-90.11	1283.70	1182.60
26.95	-306.34	-475.53	-90.11	1283.77	1182.39
26.96	-305.55	-474.61	-90.12	1284.31	1182.14
26.97	-306.00	-474.05	-89.76	1285.56	1183.06
26.98	-303.40	-474.40	-89.54	1284.98	1182.59
26.99	-305.23	-473.40	-89.82	1285.62	1183.07
27.00	-305.07	-473.72	-89.81	1286.91	1182.46
27.01	-305.01	-473.39	-89.34	1285.84	1181.36
27.02	-306.03	-473.12	-89.42	1285.43	1183.02
27.03	-305.27	-472.98	-89.39	1285.93	1183.20
27.04	-307.66	-473.51	-89.53	1285.36	1183.33
27.05	-305.29	-473.13	-89.33	1285.34	1183.43
27.06	-304.39	-471.44	-89.08	1285.65	1183.77
27.07	-305.20	-473.26	-89.45	1285.01	1183.55
27.08	-306.18	-473.25	-89.49	1284.77	1183.62
27.09	-305.52	-472.47	-89.30	1286.40	1183.11
27.10	-304.59	-472.76	-89.09	1286.09	1183.52
27.11	-305.42	-472.92	-89.12	1288.76	1183.86
27.12	-304.96	-471.95	-89.61	1286.86	1184.93
27.13	-304.79	-472.80	-89.32	1286.96	1183.43
27.14	-304.21	-473.12	-89.23	1286.65	1183.81
27.15	-305.22	-472.63	-89.39	1287.50	1183.86
27.16	-304.58	-473.31	-89.50	1286.66	1183.48
27.17	-304.70	-473.58	-89.65	1285.65	1183.19
27.18	-304.78	-472.10	-89.38	1286.56	1182.00
27.19	-303.86	-472.57	-89.30	1285.79	1182.23
27.20	-303.81	-472.60	-89.73	1285.05	1183.31
27.21	-304.37	-472.60	-89.92	1285.81	1183.37
27.22	-304.18	-471.94	-89.71	1286.35	1183.64
27.23	-303.67	-472.07	-89.81	1284.90	1183.20
27.24	-303.88	-471.21	-90.05	1285.86	1183.15
27.25	-303.42	-472.44	-90.42	1285.16	1183.47
27.26	-303.05	-473.14	-90.24	1285.79	1182.92
27.27	-303.88	-472.94	-90.21	1284.60	1182.94
27.28	-303.46	-472.96	-90.56	1286.43	1182.55
27.29	-303.32	-472.82	-90.85	1285.61	1183.81
27.30	-303.91	-473.47	-90.84	1284.30	1183.32
27.31	-303.68	-473.05	-90.77	1284.43	1182.43
27.32	-303.74	-472.78	-91.00	1284.94	1182.53
27.33	-303.81	-473.28	-91.53	1285.10	1182.68
27.34	-303.23	-472.80	-91.61	1285.14	1182.33
27.35	-303.45	-473.26	-91.41	1285.07	1181.53
27.36	-302.76	-473.63	-91.83	1283.87	1181.34
27.37	-302.91	-474.28	-92.16	1283.87	1182.23
27.38	-302.86	-474.51	-92.33	1283.58	1180.96
27.39	-302.82	-474.05	-92.25	1284.02	1181.40
27.40	-303.13	-473.91	-92.31	1283.70	1181.38
27.41	-302.81	-473.64	-92.81	1283.94	1182.20
27.42	-301.61	-474.21	-93.22	1283.24	1180.56
27.43	-302.48	-476.29	-93.17	1282.74	1180.24
27.44	-302.32	-475.11	-93.30	1282.17	1180.74
27.45	-302.20	-475.58	-93.63	1283.85	1180.08
27.46	-301.82	-476.61	-94.08	1279.80	1179.87
27.47	-302.48	-475.59	-94.02	1281.74	1179.26
27.48	-302.00	-474.92	-93.96	1281.76	1178.91
27.49	-302.28	-475.25	-94.54	1281.35	1178.99
27.50	-303.18	-476.17	-95.14	1280.54	1177.38
27.51	-300.56	-476.36	-95.01	1279.43	1178.40
27.52	-301.41	-478.76	-95.17	1279.00	1178.42
27.53	-301.39	-477.19	-95.39	1280.22	1176.87
27.54	-300.29	-477.47	-95.99	1279.09	1177.71
27.55	-301.29	-477.23	-96.18	1278.37	1178.14
27.56	-300.31	-477.36	-96.05	1279.83	1177.88
27.57	-300.98	-477.09	-96.62	1278.24	1177.12
27.58	-301.05	-477.40	-97.06	1278.52	1178.77
27.59	-301.62	-477.60	-97.32	1279.43	1177.07
27.60	-300.85	-478.80	-97.45	1278.72	1176.52
27.61	-301.07	-479.31	-97.45	1276.29	1176.51
27.62	-300.45	-479.06	-98.20	1275.46	1175.89
27.63	-301.10	-480.41	-98.51	1277.65	1175.20
27.64	-300.30	-480.15	-98.48	1276.91	1175.01
27.65	-300.27	-481.47	-98.81	1275.25	1174.78
27.66	-300.86	-479.59	-99.22	1276.25	1174.21
27.67	-300.43	-480.73	-99.69	1274.69	1174.25
27.68	-299.92	-480.79	-99.85	1274.61	1173.96
27.69	-299.98	-481.47	-99.80	1275.71	1174.33
27.70	-299.34	-481.61	-100.55	1274.77	1173.08
27.71	-299.07	-480.37	-100.91	1275.49	1173.51
27.72	-299.99	-482.26	-101.09	1274.10	1172.53
27.73	-300.57	-482.52	-101.31	1274.29	1172.41
27.74	-299.51	-482.07	-101.47	1273.30	1171.96
27.75	-299.22	-483.60	-102.24	1273.56	1171.67
27.76	-298.69	-482.34	-102.34	1273.56	1171.10
27.77	-298.80	-483.76	-102.36	1271.47	1171.28
27.78	-299.07	-484.42	-102.81	1272.41	1170.61
27.79	-300.13	-484.15	-103.31	1272.40	1170.36
27.80	-298.05	-484.97	-103.75	1268.89	1170.69
27.81	-298.04	-485.45	-103.75	1271.00	1169.58
27.82	-298.16	-485.87	-103.91	1270.99	1169.48
27.83	-299.18	-486.99	-104.69	1270.94	1169.17
27.84	-298.70	-485.67	-104.95	1270.46	1169.01
27.85	-298.15	-486.40	-105.00	1271.66	1168.15
27.86	-297.87	-485.16	-105.23	1269.92	1168.28
27.87	-298.83	-486.67	-105.66	1269.16	1169.11
27.88	-298.20	-487.00	-106.33	1268.13	1167.28
27.89	-298.04	-487.97	-106.28	1268.66	1167.11
27.90	-296.78	-487.86	-106.28	1267.94	1166.99
27.91	-297.40	-488.08	-106.90	1268.29	1166.49
27.92	-296.57	-489.24	-107.32	1268.74	1166.63
27.93	-296.78	-488.52	-107.32	1268.46	1164.92
27.94	-298.00	-488.64	-107.50	1266.49	1165.66
27.95	-297.03	-490.03	-107.89	1267.28	1165.16
27.96	-297.17	-489.90	-108.67	1267.58	1165.96
27.97	-297.24	-490.12	-108.65	1267.71	1165.00
27.98	-296.98	-489.99	-108.56	1267.59	1164.86
27.99	-297.17	-490.49	-109.04	1266.21	1164.42
28.00	-295.83	-490.58	-109.40	1266.20	1165.02
28.01	-297.05	-491.30	-109.79	1264.78	1163.88
28.02	-296.35	-491.65	-109.70	1264.19	1163.18
28.03	-296.60	-492.33	-109.85	1264.78	1163.78
28.04	-296.24	-492.65	-110.48	1264.88	1163.91
28.05	-297.03	-492.98	-110.81	1264.12	1163.52
28.06	-295.90	-491.96	-110.72	1264.82	1164.31
28.07	-296.80	-492.13	-110.87	1263.70	1162.82
28.08	-296.32	-492.61	-111.19	1264.27	1162.44
28.09	-295.72	-493.78	-111.66	1263.31	1162.56
28.10	-296.62	-493.50	-111.69	1262.61	1161.72
28.11	-296.50	-493.33	-111.70	1264.11	1161.69
28.12	-296.71	-492.85	-112.19	1263.16	1160.75
28.13	-297.05	-493.90	-112.48	1263.67	1161.61
28.14	-296.93	-494.03	-112.51	1262.32	1161.54
28.15	-297.96	-494.34	-112.50	1262.05	1161.38
28.16	-296.67	-494.13	-112.65	1262.88	1161.35
28.17	-297.41	-495.13	-113.24	1262.54	1160.98
28.18	-297.35	-494.79	-113.28	1261.79	1160.69
28.19	-297.19	-495.34	-113.07	1261.28	1160.85
28.20	-296.39	-495.05	-113.47	1261.54	1160.29
28.21	-296.07	-494.61	-113.70	1261.90	1162.25
28.22	-297.24	-495.65	-113.98	1261.41	1161.62
28.23	-298.20	-495.18	-113.84	1260.80	1160.46
28.24	-297.47	-495.18	-113.77	1261.05	1160.23
28.25	-297.41	-495.62	-114.33	1260.22	1160.46
28.26	-296.50	-496.59	-114.32	1260.34	1160.11
28.27	-297.47	-496.18	-114.33	1260.59	1160.25
28.28	-296.80	-495.74	-114.21	1261.28	1159.68
28.29	-298.03	-496.64	-114.48	1261.35	1160.32
28.30	-296.93	-497.06	-114.69	1260.94	1159.70
28.31	-298.39	-497.57	-114.67	1261.51	1159.38
28.32	-297.67	-495.66	-114.41	1261.65	1160.37
28.33	-297.61	-497.70	-114.83	1260.79	1159.39
28.34	-297.51	-496.57	-114.89	1259.99	1159.58
28.35	-298.08	-497.53	-114.83	1260.36	1159.77
28.36	-297.99	-497.90	-114.63	1260.08	1160.45
28.37	-299.53	-497.96	-114.48	1263.79	1159.70
28.38	-297.36	-495.97	-115.05	1260.15	1159.42
28.39	-298.29	-498.32	-114.82	1262.93	1159.24
28.40	-298.19	-498.71	-114.70	1260.41	1159.60
28.41	-298.95	-498.19	-114.76	1260.71	1159.66
28.42	-298.20	-497.28	-114.68	1259.34	1159.05
28.43	-298.76	-498.91	-114.87	1260.22	1159.26
28.44	-298.96	-496.61	-114.48	1261.35	1159.43
28.45	-298.74	-497.81	-114.14	1260.54	1159.75
28.46	-298.43	-498.35	-114.68	1259.96	1159.45
28.47	-299.33	-498.07	-114.52	1260.95	1159.42
28.48	-298.07	-498.01	-114.29	1263.13	1159.60
28.49	-299.20	-497.89	-113.97	1261.39	1159.50
28.50	-299.71	-497.50	-114.00	1262.08	1159.67
28.51	-299.46	-498.02	-114.32	1262.28	1160.46
28.52	-298.47	-497.39	-113.82	1262.16	1159.47
28.53	-299.37	-497.97	-113.41	1260.87	1160.27
28.54	-299.38	-497.61	-113.61	1260.47	1160.78
28.55	-299.95	-497.86	-113.62	1262.41	1160.02
28.56	-299.80	-497.42	-113.44	1263.04	1160.44
28.57	-301.38	-497.60	-112.92	1262.39	1160.64
28.58	-301.06	-496.58	-112.79	1262.85	1160.56
28.59	-300.21	-497.20	-113.03	1262.89	1160.90
28.60	-299.49	-497.35	-112.59	1263.28	1160.74
28.61	-300.30	-497.72	-112.11	1264.04	1161.19
28.62	-300.59	-497.46	-112.00	1263.61	1161.13
28.63	-300.31	-497.28	-111.98	1264.68	1161.38
28.64	-299.81	-497.07	-112.08	1264.20	1160.73
28.65	-301.22	-497.00	-111.31	1264.62	1161.86
28.66	-301.57	-496.11	-110.99	1264.78	1161.95
28.67	-300.76	-496.69	-111.17	1265.28	1162.19
28.68	-301.03	-495.68	-110.82	1265.16	1162.50
28.69	-302.53	-495.88	-110.40	1265.89	1163.15
28.70	-302.32	-493.83	-109.92	1266.50	1162.41
28.71	-301.72	-495.37	-109.89	1265.80	1163.13
28.72	-301.51	-493.83	-109.97	1265.19	1164.18
28.73	-302.47	-494.01	-109.25	1266.17	1164.25
28.74	-301.83	-494.10	-108.71	1266.82	1164.09
28.75	-302.34	-493.65	-108.62	1267.03	1164.39
28.76	-302.60	-491.79	-108.50	1268.19	1164.71
28.77	-302.24	-493.51	-108.14	1267.73	1165.56
28.78	-302.91	-491.35	-107.56	1267.76	1165.52
28.79	-303.91	-493.99	-107.16	1269.88	1166.21
28.80	-301.38	-492.21	-107.24	1269.63	1165.64
28.81	-303.11	-492.54	-106.67	1269.47	1166.97
28.82	-303.09	-490.98	-106.09	1270.08	1167.62
28.83	-304.01	-491.36	-105.82	1268.56	1167.14
28.84	-302.73	-490.36	-105.62	1270.29	1168.02
28.85	-303.92	-491.25	-105.48	1271.07	1167.39
28.86	-303.46	-490.10	-104.72	1270.37	1168.45
28.87	-303.74	-489.83	-104.20	1271.56	1169.01
28.88	-304.00	-489.47	-104.08	1273.65	1169.33
28.89	-304.65	-489.60	-103.83	1271.75	1169.76
28.90	-304.29	-487.03	-103.16	1271.74	1169.79
28.91	-304.93	-487.70	-102.70	1273.55	1170.02
28.92	-304.46	-487.50	-102.39	1273.12	1171.55
28.93	-305.29	-487.91	-102.27	1272.81	1171.06
28.94	-303.80	-486.24	-101.60	1273.49	1171.42
28.95	-305.01	-485.53	-100.87	1275.25	1171.99
28.96	-304.14	-485.42	-100.82	1273.34	1172.31
28.97	-305.16	-486.25	-100.53	1274.65	1173.54
28.98	-305.04	-484.76	-100.11	1275.55	1173.88
28.99	-305.76	-484.61	-99.32	1276.25	1174.03
29.00	-308.31	-484.98	-98.97	1275.61	1174.63
29.01	-305.46	-484.21	-98.97	1277.90	1174.71
29.02	-305.38	-483.27	-98.45	1277.69	1175.09
29.03	-305.68	-482.71	-97.73	1279.00	1175.53
29.04	-305.48	-482.24	-97.49	1277.15	1174.69
29.05	-305.91	-482.00	-97.32	1278.80	1176.19
29.06	-305.74	-480.70	-96.96	1278.47	1176.71
29.07	-306.31	-481.65	-96.36	1278.16	1177.16
29.08	-306.05	-481.29	-95.74	1278.90	1177.30
29.09	-306.90	-481.52	-95.79	1279.69	1177.32
29.10	-306.74	-480.28	-95.35	1279.79	1178.33
29.11	-306.84	-479.13	-94.73	1279.19	1178.74
29.12	-306.78	-478.94	-94.21	1280.71	1178.58
29.13	-306.65	-479.10	-94.01	1280.69	1179.76
29.14	-306.30	-478.49	-94.02	1282.05	1179.96
29.15	-306.13	-478.91	-93.33	1281.14	1179.93
29.16	-307.40	-477.89	-92.73	1282.33	1180.35
29.17	-306.50	-478.60	-92.70	1283.58	1180.60
29.18	-306.08	-477.48	-92.40	1286.32	1180.65
29.19	-306.76	-479.07	-92.01	1282.68	1181.54
29.20	-306.63	-476.49	-91.35	1282.95	1181.17
29.21	-307.00	-476.47	-91.04	1283.91	1181.32
29.22	-306.68	-476.30	-91.23	1283.41	1181.25
29.23	-307.19	-476.03	-90.54	1287.38	1182.20
29.24	-307.06	-475.52	-89.98	1284.94	1182.88
29.25	-306.89	-475.55	-89.95	1283.93	1184.23
29.26	-307.33	-474.62	-89.79	1284.10	1183.68
29.27	-307.03	-474.28	-89.66	1285.09	1183.65
29.28	-307.51	-475.88	-88.96	1285.57	1183.92
29.29	-306.92	-474.13	-88.41	1285.43	1185.59
29.30	-306.69	-473.39	-88.64	1284.26	1185.02
29.31	-307.24	-474.04	-88.31	1286.48	1184.96
29.32	-306.05	-472.39	-87.95	1286.18	1185.80
29.33	-306.91	-472.19	-87.55	1286.40	1185.83
29.34	-307.00	-471.85	-87.34	1286.70	1185.44
29.35	-306.67	-472.01	-87.52	1288.42	1186.08
29.36	-306.32	-470.53	-86.84	1287.44	1187.24
29.37	-306.66	-471.71	-86.64	1289.90	1186.61
29.38	-306.65	-470.99	-86.56	1287.18	1186.52
29.39	-307.62	-471.31	-86.40	1287.60	1187.79
29.40	-306.96	-470.26	-86.32	1289.24	1187.32
29.41	-307.08	-470.40	-85.77	1287.32	1187.07
29.42	-306.62	-469.81	-85.61	1288.68	1186.85
29.43	-306.82	-470.69	-85.88	1289.53	1187.35
29.44	-308.29	-470.25	-85.46	1289.69	1187.05
29.45	-306.43	-470.12	-85.22	1288.74	1186.40
29.46	-306.68	-469.51	-85.10	1289.53	1188.35
29.47	-306.27	-469.59	-85.10	1289.19	1188.41
29.48	-305.95	-467.86	-85.20	1289.51	1188.11
29.49	-306.43	-468.42	-84.68	1289.79	1188.08
29.50	-305.72	-467.32	-84.56	1288.96	1189.20
29.51	-306.64	-468.96	-84.88	1290.82	1187.74
29.52	-306.16	-469.26	-84.75	1291.40	1188.26
29.53	-305.78	-469.22	-84.54	1290.83	1188.86
29.54	-306.27	-467.44	-84.33	1289.92	1188.97
29.55	-306.58	-467.70	-84.34	1290.47	1188.70
29.56	-304.94	-467.26	-84.59	1289.94	1188.44
29.57	-306.27	-468.25	-84.42	1290.25	1189.06
29.58	-305.83	-467.07	-84.14	1290.70	1189.04
29.59	-306.24	-466.31	-84.48	1290.57	1188.31
29.60	-306.05	-466.69	-84.53	1291.26	1188.57
