"Time"	"6 sonic do"	"5 sonicinl"	"3 WP right"	"2 WPcentre"	"1 WP left"
3.23	-302.20	-483.88	-100.83	1275.06	1172.72
3.24	-298.15	-484.20	-100.84	1274.04	1171.99
3.25	-302.02	-483.50	-100.50	1275.88	1172.27
3.26	-301.33	-483.72	-100.64	1272.75	1172.32
3.27	-302.12	-482.43	-101.00	1273.90	1172.30
3.28	-302.49	-482.74	-100.76	1274.52	1171.14
3.29	-303.50	-482.60	-100.85	1275.70	1172.80
3.30	-302.84	-482.93	-100.60	1275.21	1172.56
3.31	-302.36	-483.41	-100.79	1274.84	1172.46
3.32	-302.52	-483.96	-100.96	1273.78	1172.41
3.33	-302.55	-483.27	-100.53	1274.67	1173.31
3.34	-302.36	-484.58	-100.34	1274.43	1172.87
3.35	-302.59	-484.23	-100.75	1274.02	1172.55
3.36	-302.79	-483.84	-100.76	1275.56	1172.99
3.37	-302.70	-484.63	-100.74	1274.57	1172.72
3.38	-304.26	-484.06	-100.42	1275.62	1172.68
3.39	-301.98	-482.64	-100.61	1273.17	1172.57
3.40	-302.74	-483.97	-100.85	1274.24	1172.55
3.41	-301.50	-484.90	-100.48	1274.39	1172.82
3.42	-301.93	-484.19	-100.38	1275.21	1172.70
3.43	-302.59	-483.55	-100.63	1275.03	1172.42
3.44	-302.66	-482.28	-100.70	1273.88	1172.00
3.45	-302.24	-483.84	-100.65	1273.72	1174.47
3.46	-301.55	-484.18	-100.30	1275.12	1173.45
3.47	-301.89	-483.49	-100.48	1274.21	1172.45
3.48	-300.16	-484.17	-100.63	1274.75	1172.85
3.49	-302.69	-483.94	-100.43	1276.38	1172.81
3.50	-302.56	-485.05	-100.26	1274.35	1172.89
3.51	-302.22	-482.99	-100.39	1275.44	1171.94
3.52	-302.16	-483.34	-100.57	1275.58	1172.81
3.53	-301.65	-483.34	-100.57	1275.04	1173.18
3.54	-302.41	-483.46	-100.11	1275.05	1173.34
3.55	-302.50	-483.69	-100.19	1272.35	1173.25
3.56	-302.24	-484.00	-100.46	1275.25	1172.96
3.57	-302.78	-484.32	-100.44	1275.09	1169.57
3.58	-302.62	-484.55	-100.18	1275.46	1173.58
3.59	-301.99	-483.41	-100.07	1275.61	1173.44
3.60	-301.83	-483.65	-100.36	1274.41	1173.39
3.61	-301.52	-482.66	-100.52	1276.61	1172.77
3.62	-301.00	-483.51	-100.03	1274.00	1173.01
3.63	-302.47	-483.47	-100.01	1274.69	1172.57
3.64	-301.48	-482.71	-100.19	1273.90	1173.50
3.65	-302.37	-483.14	-100.35	1274.14	1173.01
3.66	-302.31	-483.12	-100.18	1272.38	1173.28
3.67	-302.37	-483.42	-99.98	1274.26	1172.98
3.68	-302.30	-483.13	-100.07	1274.93	1173.21
3.69	-302.30	-482.88	-100.33	1275.12	1173.27
3.70	-303.19	-483.18	-100.06	1275.04	1173.03
3.71	-303.13	-482.44	-99.86	1274.11	1173.83
3.72	-301.58	-482.91	-99.94	1274.67	1173.18
3.73	-301.53	-483.28	-100.20	1274.30	1173.71
3.74	-301.83	-482.83	-100.34	1273.93	1173.92
3.75	-300.91	-483.09	-99.80	1273.82	1174.34
3.76	-300.94	-483.08	-99.82	1274.32	1173.21
3.77	-301.59	-482.76	-100.26	1275.67	1173.13
3.78	-301.35	-483.82	-100.07	1276.60	1173.57
3.79	-301.74	-483.97	-99.93	1273.32	1173.57
3.80	-301.68	-484.18	-99.88	1275.06	1173.52
3.81	-299.84	-481.87	-100.01	1275.40	1174.37
3.82	-301.39	-481.31	-100.36	1273.87	1173.32
3.83	-301.42	-482.42	-99.96	1273.79	1172.84
3.84	-300.41	-482.33	-99.76	1272.19	1173.20
3.85	-301.80	-482.61	-100.12	1275.08	1173.47
3.86	-301.53	-484.33	-100.12	1274.02	1173.29
3.87	-302.51	-483.55	-100.24	1272.98	1172.87
3.88	-303.11	-483.96	-99.81	1274.23	1172.87
3.89	-301.80	-483.21	-99.91	1275.33	1172.90
3.90	-300.68	-482.98	-100.45	1276.04	1173.48
3.91	-301.73	-479.75	-100.05	1271.94	1172.96
3.92	-302.77	-483.87	-100.13	1275.27	1172.40
3.93	-302.35	-483.41	-100.02	1274.11	1173.25
3.94	-302.80	-484.00	-100.23	1274.13	1173.11
3.95	-301.72	-483.48	-100.45	1272.64	1172.52
3.96	-302.02	-482.52	-99.85	1273.49	1172.80
3.97	-302.21	-484.88	-100.00	1274.33	1172.37
3.98	-300.86	-483.55	-100.49	1274.12	1173.21
3.99	-300.33	-483.50	-100.26	1274.18	1172.90
4.00	-300.82	-482.94	-100.26	1273.26	1172.83
4.01	-302.04	-483.65	-99.85	1275.52	1172.29
4.02	-302.00	-483.26	-100.28	1274.47	1172.39
4.03	-301.60	-484.60	-100.63	1275.36	1172.11
4.04	-301.81	-484.28	-100.08	1274.10	1171.96
4.05	-302.24	-483.36	-100.13	1273.79	1173.17
4.06	-303.78	-483.72	-100.43	1275.56	1172.54
4.07	-301.82	-483.23	-100.50	1273.90	1172.69
4.08	-302.53	-483.88	-100.52	1275.38	1172.52
4.09	-301.71	-482.57	-99.86	1274.11	1172.74
4.10	-301.02	-483.29	-100.30	1275.41	1172.58
4.11	-302.49	-484.03	-100.74	1273.74	1173.52
4.12	-301.75	-484.15	-100.42	1274.43	1172.22
4.13	-302.07	-482.44	-100.42	1274.52	1172.14
4.14	-301.51	-482.89	-100.37	1273.86	1172.48
4.15	-301.46	-483.34	-100.64	1273.93	1171.78
4.16	-302.33	-483.57	-100.68	1274.02	1172.42
4.17	-301.60	-483.12	-100.12	1275.10	1171.18
4.18	-301.90	-483.36	-100.50	1275.37	1172.48
4.19	-301.83	-482.76	-100.82	1274.59	1172.11
4.20	-301.78	-482.58	-100.64	1274.11	1171.74
4.21	-301.62	-484.07	-100.60	1274.48	1173.61
4.22	-303.08	-484.12	-100.22	1274.43	1172.60
4.23	-301.60	-483.88	-100.71	1274.04	1172.31
4.24	-302.91	-483.83	-100.82	1273.90	1171.81
4.25	-301.88	-482.62	-100.26	1276.28	1172.60
4.26	-301.52	-484.34	-100.42	1274.58	1171.52
4.27	-302.99	-483.04	-100.45	1273.83	1173.20
4.28	-302.79	-483.35	-100.76	1274.61	1172.44
4.29	-301.38	-484.25	-100.53	1275.73	1172.82
4.30	-301.65	-483.76	-100.11	1273.00	1173.23
4.31	-301.46	-481.78	-100.49	1274.34	1172.29
4.32	-301.44	-484.66	-100.59	1275.15	1172.32
4.33	-301.54	-484.57	-100.38	1274.51	1174.42
4.34	-302.00	-484.05	-100.31	1274.18	1172.36
4.35	-301.55	-484.37	-100.26	1273.30	1172.78
4.36	-303.52	-484.30	-100.63	1271.53	1171.92
4.37	-301.96	-484.24	-100.57	1274.85	1172.36
4.38	-302.13	-483.95	-100.09	1274.72	1175.73
4.39	-301.49	-483.72	-100.31	1273.85	1172.49
4.40	-301.74	-484.02	-100.55	1274.49	1172.27
4.41	-301.31	-484.22	-100.55	1275.54	1172.59
4.42	-301.63	-484.67	-100.40	1273.12	1172.84
4.43	-300.96	-483.26	-100.18	1273.45	1173.82
4.44	-302.19	-484.01	-100.44	1275.53	1171.94
4.45	-302.64	-484.22	-100.69	1274.82	1172.78
4.46	-302.31	-483.44	-100.38	1274.34	1172.81
4.47	-302.15	-484.17	-100.25	1273.29	1172.85
4.48	-302.18	-484.72	-100.38	1271.56	1173.02
4.49	-302.04	-484.19	-100.59	1275.98	1174.49
4.50	-301.98	-483.65	-100.52	1275.16	1173.39
4.51	-301.57	-483.48	-100.04	1274.92	1172.16
4.52	-301.19	-483.81	-100.51	1275.20	1173.23
4.53	-301.68	-483.06	-100.77	1275.61	1172.86
4.54	-302.70	-484.83	-100.54	1276.30	1173.52
4.55	-302.11	-484.83	-100.30	1275.04	1173.15
4.56	-302.82	-484.04	-100.33	1274.72	1173.00
4.57	-301.05	-483.87	-100.68	1275.11	1173.39
4.58	-302.12	-483.90	-100.77	1273.27	1173.16
4.59	-302.07	-482.23	-100.28	1277.97	1173.53
4.60	-301.94	-483.74	-100.38	1275.51	1172.80
4.61	-302.00	-483.45	-100.75	1274.83	1173.54
4.62	-301.42	-484.38	-100.67	1274.96	1173.29
4.63	-304.31	-483.78	-100.48	1273.21	1173.74
4.64	-303.50	-484.18	-100.32	1274.75	1172.80
4.65	-302.28	-483.36	-100.55	1274.17	1172.68
4.66	-302.20	-480.62	-100.91	1274.18	1173.17
4.67	-301.81	-483.01	-100.48	1274.27	1172.79
4.68	-302.97	-482.88	-100.46	1274.62	1173.07
4.69	-302.22	-482.67	-100.51	1276.45	1172.96
4.70	-301.05	-483.41	-100.67	1274.33	1172.68
4.71	-302.81	-482.90	-100.64	1273.75	1173.03
4.72	-302.63	-482.27	-100.26	1275.19	1171.41
4.73	-301.86	-483.21	-100.56	1275.94	1175.33
4.74	-302.41	-483.52	-100.92	1274.22	1172.73
4.75	-302.05	-483.67	-100.66	1274.01	1172.90
4.76	-303.55	-483.58	-100.50	1278.82	1172.17
4.77	-302.36	-484.13	-100.46	1274.82	1173.04
4.78	-303.39	-483.81	-100.81	1275.23	1173.43
