"Time"	"6 sonic do"	"5 sonicinl"	"3 WP right"	"2 WPcentre"	"1 WP left"
0.00					1173.16
0.01	-300.20	-482.88	-100.04	1274.41	1172.78
0.02	-301.24	-483.35	-99.62	1273.58	1172.96
0.03	-301.54	-483.15	-99.80	1274.97	1172.71
0.04	-301.82	-484.27	-100.07	1273.10	1172.74
0.05	-301.68	-482.97	-99.76	1272.48	1172.76
0.06	-302.73	-482.99	-99.68	1273.53	1172.57
0.07	-302.44	-483.39	-99.61	1273.25	1172.49
0.08	-301.10	-483.46	-99.92	1272.77	1172.78
0.09	-300.33	-482.58	-99.83	1277.03	1173.19
0.10	-301.53	-484.34	-99.31	1274.46	1173.62
0.11	-302.00	-483.84	-99.41	1272.47	1172.54
0.12	-304.65	-481.62	-99.72	1273.19	1172.92
0.13	-302.89	-483.14	-99.56	1273.52	1172.98
0.14	-301.70	-483.33	-99.45	1273.68	1172.85
0.15	-302.02	-483.60	-99.12	1270.75	1172.96
0.16	-302.05	-482.89	-99.58	1273.39	1171.65
0.17	-301.66	-484.24	-99.45	1273.89	1172.98
0.18	-303.45	-482.16	-99.33	1274.46	1172.65
0.19	-301.08	-483.51	-99.19	1273.37	1172.72
0.20	-301.04	-483.84	-99.30	1274.02	1172.80
0.21	-301.82	-483.04	-99.53	1272.26	1172.72
0.22	-302.30	-484.19	-99.47	1273.34	1171.00
0.23	-301.97	-483.85	-99.00	1274.46	1171.57
0.24	-302.42	-483.68	-99.28	1274.14	1171.44
0.25	-302.84	-484.02	-99.50	1273.21	1171.94
0.26	-302.58	-484.28	-99.30	1272.03	1172.71
0.27	-302.26	-484.52	-99.18	1274.28	1172.59
0.28	-302.48	-484.28	-99.01	1273.11	1174.27
0.29	-301.55	-483.71	-99.41	1273.07	1173.34
0.30	-301.88	-483.84	-99.46	1273.62	1172.94
0.31	-302.04	-483.08	-99.04	1274.50	1172.12
0.32	-301.77	-483.85	-99.21	1274.62	1172.03
0.33	-302.04	-483.63	-99.34	1272.98	1172.94
0.34	-302.16	-483.27	-99.47	1273.40	1173.12
0.35	-301.89	-483.49	-99.21	1274.30	1172.49
0.36	-302.65	-484.09	-99.05	1273.22	1172.65
0.37	-301.91	-483.74	-99.35	1274.04	1172.59
0.38	-301.48	-484.09	-99.56	1274.33	1171.96
0.39	-301.58	-482.39	-99.21	1274.61	1173.08
0.40	-302.23	-483.88	-99.19	1274.32	1173.67
0.41	-301.94	-482.82	-99.27	1272.45	1172.41
0.42	-302.65	-483.72	-99.56	1273.00	1172.31
0.43	-301.51	-483.83	-99.39	1272.91	1172.60
0.44	-302.55	-483.74	-99.05	1273.92	1173.11
0.45	-302.10	-484.33	-99.43	1273.80	1173.07
0.46	-302.08	-483.14	-99.73	1273.94	1170.76
0.47	-302.08	-483.14	-99.66	1274.53	1173.80
0.48	-301.51	-484.42	-99.40	1272.59	1173.34
0.49	-302.16	-483.27	-99.43	1274.52	1172.83
0.50	-302.72	-484.10	-99.84	1275.44	1172.45
0.51	-302.50	-483.21	-99.85	1273.86	1173.49
0.52	-301.88	-483.76	-99.62	1274.02	1172.56
0.53	-302.28	-482.26	-99.69	1274.22	1172.47
0.54	-301.98	-483.14	-99.96	1273.38	1172.96
0.55	-301.39	-483.23	-99.96	1274.06	1173.61
0.56	-302.08	-483.52	-99.88	1274.62	1173.07
0.57	-301.97	-482.39	-99.63	1273.82	1173.41
0.58	-302.59	-482.67	-100.06	1274.58	1172.57
0.59	-299.99	-482.98	-100.18	1274.41	1172.82
0.60	-300.88	-484.15	-99.92	1273.51	1172.86
0.61	-301.39	-483.42	-99.95	1271.51	1173.47
0.62	-302.33	-483.74	-100.19	1272.70	1173.58
0.63	-301.77	-484.06	-100.36	1272.85	1173.46
0.64	-300.19	-483.19	-100.30	1274.11	1173.03
0.65	-303.28	-482.56	-99.93	1274.81	1173.14
0.66	-302.84	-483.80	-100.33	1274.21	1173.61
0.67	-302.34	-483.50	-100.47	1273.77	1173.19
0.68	-302.10	-484.22	-100.37	1273.40	1173.75
0.69	-301.90	-482.90	-100.32	1274.21	1172.77
0.70	-301.38	-484.44	-100.09	1273.96	1173.28
0.71	-301.22	-483.01	-100.47	1273.56	1173.59
0.72	-302.42	-482.54	-100.49	1276.34	1173.57
0.73	-301.37	-482.39	-100.11	1274.12	1173.73
0.74	-302.14	-483.87	-100.36	1273.64	1172.45
0.75	-301.68	-482.40	-100.48	1273.63	1172.55
0.76	-302.76	-483.04	-100.46	1273.13	1174.54
0.77	-302.67	-482.84	-100.40	1273.09	1173.66
0.78	-303.06	-483.97	-100.14	1269.16	1173.41
0.79	-302.55	-484.60	-100.61	1274.15	1173.28
0.80	-302.59	-483.12	-100.63	1273.65	1173.99
0.81	-301.58	-481.89	-100.32	1273.93	1173.31
0.82	-302.13	-482.94	-100.41	1272.68	1172.11
0.83	-302.14	-483.22	-100.32	1273.82	1173.47
0.84	-302.72	-483.12	-100.53	1275.76	1172.90
0.85	-301.58	-480.57	-100.46	1273.37	1172.69
0.86	-302.36	-483.06	-99.93	1273.31	1172.18
0.87	-301.31	-483.83	-100.35	1272.74	1172.95
0.88	-301.44	-484.12	-100.43	1273.24	1172.94
0.89	-302.08	-482.99	-100.30	1274.62	1173.02
0.90	-301.80	-483.33	-100.08	1274.29	1173.02
0.91	-301.62	-482.86	-99.98	1273.19	1173.60
0.92	-303.05	-483.01	-100.46	1273.57	1172.17
0.93	-303.29	-482.18	-100.39	1273.10	1173.54
0.94	-302.67	-482.82	-100.00	1273.28	1173.46
0.95	-301.61	-483.36	-100.13	1271.60	1173.36
0.96	-302.35	-483.02	-100.04	1272.91	1173.47
0.97	-302.15	-481.10	-100.23	1273.31	1173.61
0.98	-302.47	-483.57	-99.97	1274.01	1174.41
0.99	-302.68	-483.42	-99.67	1273.42	1172.78
1.00	-301.86	-483.37	-100.10	1273.59	1173.10
1.01	-301.46	-482.16	-100.06	1273.28	1173.10
1.02	-302.68	-482.88	-99.76	1273.64	1173.08
1.03	-300.96	-484.37	-99.61	1275.54	1172.85
1.04	-301.65	-483.21	-99.58	1272.91	1173.14
1.05	-300.43	-483.94	-99.96	1273.07	1172.81
1.06	-302.06	-484.48	-99.70	1274.21	1172.50
1.07	-301.99	-483.99	-99.42	1273.46	1171.98
1.08	-301.90	-483.72	-99.66	1273.92	1172.57
1.09	-301.53	-483.78	-99.79	1273.26	1172.92
1.10	-301.91	-484.79	-99.47	1272.89	1172.07
1.11	-301.66	-483.86	-99.29	1273.35	1172.48
1.12	-302.09	-483.96	-99.20	1275.08	1172.50
1.13	-300.94	-484.61	-99.59	1272.97	1172.70
1.14	-302.42	-484.91	-99.39	1274.19	1172.50
1.15	-301.67	-484.09	-99.14	1274.78	1172.33
1.16	-301.91	-485.74	-99.12	1273.44	1172.56
1.17	-300.93	-484.45	-99.22	1273.10	1172.30
1.18	-301.11	-484.26	-99.31	1273.48	1172.38
1.19	-301.30	-484.36	-98.95	1272.80	1172.59
1.20	-301.43	-483.67	-98.78	1273.99	1173.64
1.21	-301.09	-484.28	-99.17	1273.90	1173.04
1.22	-300.48	-484.70	-99.06	1274.90	1172.08
1.23	-301.38	-484.31	-98.87	1273.48	1172.70
1.24	-301.39	-483.77	-98.76	1273.64	1172.69
1.25	-301.28	-484.70	-98.81	1275.67	1171.78
1.26	-302.13	-485.42	-99.06	1273.38	1171.95
1.27	-301.50	-484.02	-98.80	1272.75	1172.70
1.28	-300.78	-483.95	-98.55	1273.25	1172.23
1.29	-301.69	-482.93	-98.88	1272.10	1172.32
1.30	-302.12	-483.77	-98.87	1273.46	1172.79
1.31	-301.87	-483.64	-98.80	1273.77	1172.53
1.32	-302.23	-484.57	-98.59	1273.86	1170.62
1.33	-301.89	-484.15	-98.68	1273.15	1172.37
1.34	-301.86	-484.46	-98.95	1273.51	1172.71
1.35	-300.98	-483.86	-98.84	1273.57	1172.26
1.36	-301.74	-484.17	-98.54	1273.76	1172.83
1.37	-301.36	-483.83	-98.73	1273.81	1172.84
1.38	-300.68	-483.90	-98.93	1273.44	1172.01
1.39	-302.04	-483.28	-99.01	1274.03	1173.76
1.40	-302.05	-483.62	-98.91	1274.36	1172.85
1.41	-301.47	-483.67	-98.66	1275.12	1172.55
1.42	-301.42	-484.36	-99.18	1273.47	1172.87
1.43	-301.28	-485.58	-99.15	1274.27	1173.03
1.44	-301.40	-483.94	-98.89	1273.19	1171.95
1.45	-301.85	-483.79	-99.03	1273.15	1171.67
1.46	-302.17	-484.17	-99.16	1273.63	1172.58
1.47	-301.69	-483.17	-99.46	1273.45	1172.73
1.48	-302.15	-483.47	-99.50	1273.54	1173.32
1.49	-302.16	-482.99	-99.18	1274.61	1172.21
1.50	-302.78	-484.15	-99.40	1272.94	1173.28
1.51	-301.56	-483.46	-99.71	1272.77	1172.83
1.52	-302.29	-483.05	-99.58	1271.75	1172.95
1.53	-301.69	-483.93	-99.57	1270.71	1172.89
1.54	-302.06	-483.99	-99.60	1272.65	1173.01
1.55	-301.77	-483.54	-100.08	1274.53	1173.24
1.56	-301.53	-482.65	-100.10	1272.96	1173.73
1.57	-299.78	-483.26	-99.70	1273.47	1172.86
1.58	-301.93	-483.57	-99.88	1273.99	1173.00
1.59	-301.58	-483.45	-100.19	1274.95	1172.83
1.60	-302.21	-482.50	-100.25	1273.98	1172.52
1.61	-301.55	-482.29	-100.15	1273.34	1173.13
1.62	-301.96	-480.46	-99.92	1273.55	1172.47
1.63	-301.29	-482.24	-100.52	1273.23	1173.09
1.64	-302.58	-483.41	-100.46	1273.90	1172.86
1.65	-301.97	-483.07	-100.20	1273.89	1172.70
1.66	-302.46	-483.75	-100.20	1272.55	1173.87
1.67	-302.84	-483.49	-100.43	1272.18	1173.82
1.68	-302.89	-483.30	-100.73	1273.81	1173.16
1.69	-302.46	-483.34	-100.47	1273.23	1173.01
1.70	-301.76	-484.25	-100.21	1273.05	1173.50
1.71	-301.87	-484.39	-100.46	1273.28	1173.31
1.72	-302.49	-483.81	-100.64	1273.68	1173.95
1.73	-302.17	-483.14	-100.57	1273.29	1172.94
1.74	-302.58	-483.64	-100.36	1274.30	1173.11
1.75	-302.29	-483.28	-100.43	1274.28	1172.90
1.76	-302.53	-483.07	-100.85	1275.42	1173.00
1.77	-302.49	-481.76	-100.68	1274.68	1172.49
1.78	-302.54	-485.43	-100.24	1274.25	1173.01
1.79	-302.34	-483.77	-100.45	1273.68	1172.93
1.80	-301.77	-482.98	-100.50	1273.33	1172.75
1.81	-302.44	-482.67	-100.66	1272.42	1173.00
1.82	-302.42	-483.14	-100.41	1275.28	1172.89
1.83	-302.25	-482.16	-100.31	1274.61	1172.76
1.84	-303.41	-484.20	-100.67	1273.12	1174.93
1.85	-303.71	-483.14	-100.66	1273.63	1172.97
1.86	-303.78	-483.49	-100.39	1273.80	1173.25
1.87	-303.01	-483.69	-100.26	1272.99	1173.26
1.88	-302.73	-483.67	-100.36	1272.40	1173.07
1.89	-302.80	-482.11	-100.67	1273.97	1173.21
1.90	-302.69	-483.81	-100.31	1273.93	1174.82
1.91	-300.55	-483.09	-100.21	1273.33	1173.30
1.92	-302.75	-483.78	-100.36	1274.24	1172.77
1.93	-302.64	-483.81	-100.56	1274.27	1172.74
1.94	-302.62	-483.81	-100.33	1273.84	1172.69
1.95	-302.17	-482.56	-100.08	1273.70	1172.86
1.96	-302.34	-482.61	-100.04	1274.32	1172.77
1.97	-301.04	-482.99	-100.49	1273.38	1172.56
1.98	-302.84	-483.30	-100.37	1274.11	1172.88
1.99	-302.19	-483.27	-100.03	1277.81	1172.66
2.00	-302.79	-484.20	-100.07	1275.01	1172.58
2.01	-302.84	-483.51	-100.25	1274.83	1173.47
2.02	-303.16	-483.78	-100.31	1273.70	1172.89
2.03	-302.99	-482.61	-99.98	1273.07	1172.75
2.04	-302.11	-483.57	-99.75	1273.95	1173.07
2.05	-301.83	-482.32	-100.22	1273.73	1173.16
2.06	-302.21	-483.34	-100.30	1273.68	1173.16
2.07	-302.77	-483.44	-99.88	1273.05	1172.03
2.08	-302.73	-482.63	-99.85	1275.08	1173.37
2.09	-300.39	-483.78	-99.96	1274.01	1173.26
2.10	-299.24	-484.08	-100.21	1275.23	1173.14
2.11	-301.83	-483.43	-99.91	1282.00	1173.28
2.12	-301.67	-485.27	-99.45	1272.71	1172.91
2.13	-301.83	-482.83	-99.99	1273.54	1172.64
2.14	-301.84	-483.59	-100.12	1274.05	1173.01
2.15	-302.65	-482.80	-99.79	1273.76	1173.35
2.16	-300.58	-483.65	-99.62	1274.03	1173.01
2.17	-301.91	-483.10	-99.40	1276.38	1173.11
2.18	-302.09	-480.57	-99.98	1273.90	1173.51
2.19	-301.48	-482.30	-100.02	1273.99	1173.58
2.20	-302.56	-482.84	-99.35	1273.45	1173.25
2.21	-301.96	-483.42	-99.56	1273.17	1173.05
2.22	-302.14	-484.01	-99.79	1272.92	1173.17
2.23	-302.18	-484.42	-99.70	1271.96	1173.11
2.24	-302.54	-482.70	-99.41	1274.01	1174.46
2.25	-301.31	-483.44	-98.91	1273.82	1173.03
2.26	-301.43	-483.68	-99.70	1273.76	1173.19
2.27	-301.60	-483.29	-99.58	1275.11	1173.10
2.28	-301.70	-483.59	-99.22	1273.80	1172.64
2.29	-300.70	-483.70	-99.31	1274.20	1173.09
2.30	-301.96	-483.91	-99.32	1274.16	1173.71
2.31	-300.62	-483.67	-99.59	1273.67	1173.25
2.32	-302.19	-484.16	-99.28	1274.25	1173.02
2.33	-301.35	-482.98	-98.91	1274.38	1173.25
2.34	-300.87	-483.69	-99.39	1274.10	1172.80
2.35	-300.91	-483.63	-99.39	1275.06	1172.67
2.36	-301.51	-483.86	-99.28	1273.36	1174.83
2.37	-301.71	-484.08	-99.14	1273.74	1173.15
2.38	-301.70	-484.40	-99.06	1273.40	1173.10
2.39	-301.10	-483.48	-99.53	1272.21	1172.89
2.40	-301.49	-483.71	-99.22	1272.84	1172.99
2.41	-301.11	-483.12	-98.93	1273.80	1172.71
2.42	-301.63	-483.76	-99.19	1272.90	1172.97
2.43	-300.20	-483.77	-99.28	1273.03	1173.79
2.44	-301.40	-483.51	-99.49	1272.80	1173.30
2.45	-301.69	-481.99	-99.05	1274.34	1173.15
2.46	-301.30	-483.77	-98.97	1274.76	1173.06
2.47	-301.14	-484.51	-99.44	1272.62	1172.72
2.48	-301.08	-483.05	-99.34	1273.50	1173.65
2.49	-301.46	-483.97	-99.19	1271.96	1172.76
2.50	-301.67	-483.27	-99.13	1272.52	1172.59
2.51	-301.05	-482.95	-99.28	1273.63	1172.53
2.52	-301.26	-482.83	-99.59	1274.00	1172.90
2.53	-300.82	-483.20	-99.28	1272.42	1172.08
2.54	-301.59	-483.96	-99.03	1273.07	1171.99
2.55	-300.52	-484.00	-99.34	1272.46	1172.77
2.56	-302.31	-484.54	-99.48	1273.06	1172.68
2.57	-301.04	-484.50	-99.53	1269.42	1172.53
2.58	-301.39	-483.46	-99.23	1272.02	1173.17
2.59	-300.43	-482.78	-99.22	1273.38	1173.89
2.60	-301.67	-482.65	-99.90	1272.91	1172.89
2.61	-301.88	-483.79	-99.48	1273.48	1172.79
2.62	-300.63	-484.54	-99.39	1273.57	1172.67
2.63	-300.48	-482.76	-99.61	1277.57	1172.91
2.64	-301.18	-483.78	-99.73	1272.76	1173.63
2.65	-300.86	-484.54	-99.85	1272.62	1172.54
2.66	-300.80	-484.20	-99.56	1274.02	1172.97
2.67	-300.87	-483.12	-99.64	1274.34	1173.12
2.68	-302.88	-483.25	-100.06	1273.52	1172.40
2.69	-301.79	-483.57	-100.08	1274.34	1173.03
2.70	-302.56	-481.82	-99.88	1273.71	1171.60
2.71	-301.49	-481.95	-99.43	1273.26	1173.21
2.72	-301.64	-483.42	-99.93	1273.07	1173.57
2.73	-301.33	-483.33	-100.44	1272.98	1173.38
2.74	-301.86	-483.06	-100.06	1274.31	1172.87
2.75	-301.83	-483.70	-99.94	1273.75	1172.85
2.76	-302.10	-483.76	-100.30	1274.36	1172.75
2.77	-301.35	-483.28	-100.44	1273.70	1173.25
2.78	-300.60	-482.91	-100.33	1273.41	1172.86
2.79	-301.26	-482.55	-100.06	1272.84	1172.79
2.80	-301.60	-483.41	-100.18	1275.59	1172.92
2.81	-301.07	-482.99	-100.69	1273.27	1173.19
2.82	-301.07	-483.85	-100.47	1273.65	1174.11
2.83	-302.16	-481.80	-100.18	1273.75	1173.72
2.84	-299.09	-483.05	-100.40	1273.89	1173.05
2.85	-301.27	-482.58	-100.54	1274.17	1172.86
2.86	-301.31	-483.31	-100.64	1275.23	1172.85
2.87	-301.33	-482.41	-100.41	1274.34	1173.12
2.88	-301.43	-483.46	-100.16	1273.74	1173.63
2.89	-302.04	-482.73	-100.67	1273.86	1172.98
2.90	-301.51	-483.48	-100.65	1272.56	1173.67
2.91	-302.28	-483.40	-100.40	1273.54	1173.35
2.92	-302.24	-483.54	-100.43	1272.73	1174.78
2.93	-302.57	-483.12	-100.55	1274.16	1174.86
2.94	-301.96	-484.61	-100.82	1274.58	1173.97
2.95	-303.24	-483.20	-100.53	1275.10	1172.05
2.96	-301.89	-483.38	-100.34	1273.70	1173.65
2.97	-301.54	-483.24	-100.65	1273.39	1173.46
2.98	-302.49	-483.06	-100.70	1273.88	1174.02
2.99	-301.84	-483.43	-100.50	1272.97	1171.80
3.00	-302.00	-482.87	-100.34	1273.11	1173.34
3.01	-302.70	-482.03	-100.26	1273.71	1173.55
3.02	-302.07	-483.19	-100.65	1273.91	1173.06
3.03	-301.48	-482.82	-100.41	1274.40	1172.90
3.04	-302.00	-481.34	-100.24	1272.76	1172.64
3.05	-301.12	-483.02	-100.27	1273.10	1173.82
3.06	-301.64	-482.85	-100.41	1273.11	1173.16
3.07	-301.92	-483.14	-100.44	1272.36	1173.63
3.08	-303.36	-482.54	-100.11	1274.71	1173.50
3.09	-302.31	-482.43	-99.90	1273.90	1173.23
3.10	-302.69	-482.00	-100.40	1272.25	1173.91
3.11	-301.75	-481.78	-100.31	1273.60	1173.58
3.12	-301.89	-481.89	-100.09	1273.55	1173.22
3.13	-302.51	-482.24	-100.05	1274.10	1173.69
3.14	-303.82	-482.63	-100.00	1275.69	1173.43
3.15	-301.92	-483.11	-100.21	1276.35	1173.27
3.16	-302.84	-482.04	-99.88	1274.58	1173.83
3.17	-302.38	-483.31	-99.68	1273.74	1171.52
3.18	-302.88	-483.85	-99.86	1274.43	1172.92
3.19	-301.91	-483.45	-99.98	1272.62	1173.06
3.20	-302.44	-483.07	-99.94	1274.35	1173.02
3.21	-303.18	-482.66	-99.57	1273.61	1173.07
3.22	-302.57	-482.94	-99.64	1273.88	1171.92
3.23	-303.00	-483.11	-99.92	1273.64	1173.15
3.24	-300.26	-483.23	-99.77	1273.27	1173.05
3.25	-302.89	-482.78	-99.56	1271.40	1172.74
3.26	-302.50	-482.27	-99.55	1273.28	1173.05
3.27	-302.81	-482.93	-99.65	1275.07	1172.17
3.28	-302.88	-484.47	-99.79	1273.82	1172.40
3.29	-302.80	-484.00	-99.35	1273.51	1172.11
3.30	-303.31	-483.47	-99.24	1272.87	1172.85
3.31	-302.88	-483.57	-99.58	1274.20	1172.58
3.32	-302.29	-483.90	-99.53	1274.50	1172.90
3.33	-302.38	-482.24	-99.29	1274.10	1172.89
3.34	-302.34	-483.41	-99.15	1273.76	1173.07
3.35	-302.12	-483.62	-99.35	1274.79	1172.12
3.36	-301.47	-483.27	-99.72	1275.20	1172.64
3.37	-302.43	-483.25	-99.06	1274.10	1172.49
3.38	-302.82	-483.62	-98.97	1269.96	1172.39
3.39	-302.32	-483.78	-99.18	1274.86	1171.41
3.40	-302.32	-482.55	-99.34	1273.39	1172.23
3.41	-302.84	-483.13	-99.14	1273.67	1172.58
3.42	-302.70	-483.73	-98.96	1274.42	1172.32
3.43	-301.92	-484.11	-99.01	1274.16	1172.40
3.44	-302.06	-485.13	-99.48	1273.89	1172.32
3.45	-302.38	-482.93	-99.12	1273.63	1172.74
3.46	-303.55	-483.92	-98.92	1273.31	1171.94
3.47	-302.08	-483.54	-98.99	1273.97	1172.34
3.48	-301.30	-483.42	-99.14	1274.82	1172.31
3.49	-301.96	-483.04	-99.19	1273.96	1172.62
3.50	-301.99	-483.53	-99.03	1273.16	1172.55
3.51	-302.82	-483.39	-98.80	1274.16	1172.16
3.52	-301.70	-483.95	-99.14	1274.52	1172.56
3.53	-301.47	-484.80	-99.00	1274.44	1172.65
3.54	-300.61	-484.98	-98.91	1273.57	1172.08
3.55	-302.18	-484.66	-98.94	1274.61	1172.33
3.56	-302.21	-484.10	-98.95	1274.95	1171.87
3.57	-301.32	-483.12	-99.32	1274.34	1172.41
3.58	-301.89	-483.35	-99.12	1274.34	1172.73
3.59	-302.34	-483.06	-100.05	1273.49	1172.50
3.60	-304.41	-483.72	-99.52	1274.63	1172.74
3.61	-302.20	-483.47	-99.70	1272.46	1172.57
3.62	-301.62	-483.21	-100.85	1272.51	1171.97
3.63	-302.05	-482.55	-100.98	1273.41	1174.54
3.64	-302.58	-482.48	-100.87	1274.09	1172.75
3.65	-302.33	-483.36	-101.41	1272.49	1172.20
3.66	-302.21	-484.38	-101.20	1273.81	1172.60
3.67	-302.48	-484.90	-101.01	1274.25	1172.04
3.68	-301.70	-486.13	-101.36	1273.57	1173.14
3.69	-301.20	-483.15	-101.20	1273.75	1172.77
3.70	-302.78	-484.17	-101.61	1273.86	1172.74
3.71	-301.38	-483.93	-101.34	1274.87	1172.24
3.72	-301.64	-483.84	-101.16	1274.48	1172.65
3.73	-301.41	-483.38	-101.67	1273.61	1173.06
3.74	-301.81	-483.49	-101.60	1274.71	1173.44
3.75	-301.42	-483.97	-101.26	1273.43	1173.17
3.76	-301.50	-483.68	-101.41	1273.69	1173.12
3.77	-301.85	-482.95	-101.46	1274.35	1173.17
3.78	-301.04	-483.28	-101.89	1273.17	1172.91
3.79	-301.56	-483.56	-101.64	1274.60	1173.01
3.80	-301.39	-482.95	-101.41	1273.74	1173.37
3.81	-301.80	-483.43	-101.78	1274.03	1172.00
3.82	-301.92	-484.06	-101.95	1273.58	1173.05
3.83	-301.11	-482.91	-101.94	1273.83	1173.25
3.84	-302.01	-483.88	-101.69	1273.88	1172.97
3.85	-301.19	-482.19	-101.67	1273.62	1172.73
3.86	-301.72	-481.57	-102.23	1273.50	1171.24
3.87	-301.47	-482.62	-102.01	1274.29	1174.73
3.88	-301.51	-483.11	-101.86	1273.87	1173.11
3.89	-302.08	-482.63	-101.99	1273.30	1173.38
3.90	-301.46	-482.77	-102.13	1279.48	1172.77
3.91	-301.03	-482.05	-102.30	1273.72	1172.86
3.92	-301.10	-482.59	-101.95	1273.68	1173.57
3.93	-301.64	-483.16	-101.81	1272.76	1173.32
3.94	-301.75	-482.87	-102.40	1272.70	1173.21
3.95	-301.81	-482.33	-102.19	1274.43	1173.01
3.96	-301.45	-484.12	-102.21	1275.04	1173.19
3.97	-301.24	-481.94	-101.96	1272.84	1173.51
3.98	-302.06	-483.52	-102.12	1274.08	1172.68
3.99	-301.45	-482.74	-102.34	1274.01	1172.51
4.00	-300.41	-484.12	-102.04	1274.11	1173.27
4.01	-301.58	-483.86	-102.01	1272.14	1173.44
4.02	-301.17	-483.30	-102.16	1272.73	1172.81
4.03	-301.33	-482.40	-102.28	1273.54	1172.08
4.04	-300.97	-482.54	-102.16	1273.31	1173.22
4.05	-303.50	-482.41	-101.90	1273.01	1173.07
4.06	-301.44	-482.95	-102.08	1273.85	1173.01
4.07	-301.09	-483.58	-102.39	1272.88	1172.83
4.08	-301.58	-482.44	-102.08	1273.10	1173.58
4.09	-300.85	-480.37	-101.95	1273.97	1172.84
4.10	-302.69	-483.02	-102.01	1273.55	1172.92
4.11	-299.66	-483.14	-102.13	1274.09	1173.06
4.12	-301.97	-483.28	-102.37	1275.24	1173.17
4.13	-301.39	-484.01	-101.80	1275.04	1173.17
4.14	-302.34	-481.80	-101.89	1276.04	1172.72
4.15	-301.41	-481.78	-102.17	1273.28	1171.90
4.16	-301.98	-483.06	-102.03	1273.32	1173.40
4.17	-302.13	-483.45	-101.94	1273.44	1173.30
4.18	-302.12	-483.40	-101.72	1274.75	1173.30
4.19	-301.95	-484.33	-101.99	1272.26	1173.07
4.20	-301.88	-484.33	-102.23	1274.14	1174.04
4.21	-301.43	-484.37	-101.72	1273.59	1174.18
4.22	-303.55	-483.61	-101.56	1272.77	1173.08
4.23	-302.11	-483.32	-101.85	1274.46	1173.10
4.24	-301.30	-483.56	-101.87	1274.95	1172.92
4.25	-301.00	-484.20	-101.79	1272.79	1173.09
4.26	-301.72	-483.53	-101.46	1273.21	1172.51
4.27	-301.85	-482.60	-101.50	1274.74	1171.88
4.28	-301.39	-483.22	-101.90	1273.12	1173.28
4.29	-302.23	-482.86	-101.54	1273.32	1173.12
4.30	-301.31	-483.12	-101.33	1272.80	1172.92
4.31	-301.72	-483.23	-101.40	1274.23	1172.31
4.32	-301.94	-482.38	-101.55	1273.16	1174.20
4.33	-302.66	-482.96	-101.71	1274.78	1172.62
4.34	-302.66	-483.45	-101.30	1273.81	1173.32
4.35	-302.69	-483.46	-101.19	1275.09	1173.89
4.36	-302.12	-483.22	-101.54	1273.35	1173.91
4.37	-301.55	-482.50	-101.40	1273.08	1172.45
4.38	-301.89	-484.20	-101.33	1273.09	1172.39
4.39	-301.93	-484.09	-101.10	1274.27	1172.91
4.40	-302.13	-483.19	-101.25	1274.23	1173.02
4.41	-302.60	-482.63	-101.62	1272.87	1173.40
4.42	-302.39	-481.98	-101.16	1272.57	1173.11
4.43	-302.21	-483.55	-100.99	1274.25	1173.27
4.44	-302.08	-483.12	-101.15	1272.75	1173.07
4.45	-302.53	-483.34	-101.27	1273.11	1172.24
4.46	-300.39	-483.52	-101.16	1274.22	1173.01
4.47	-302.65	-484.19	-100.98	1274.42	1172.63
4.48	-302.52	-483.33	-101.12	1273.19	1173.00
4.49	-302.69	-485.39	-101.41	1274.26	1174.06
4.50	-302.15	-483.95	-101.13	1272.97	1173.21
4.51	-301.83	-483.64	-100.96	1272.97	1173.04
4.52	-302.87	-484.12	-101.08	1273.39	1172.49
4.53	-302.53	-484.28	-101.25	1272.76	1172.88
4.54	-303.05	-484.52	-101.31	1271.73	1173.07
4.55	-302.37	-483.68	-100.99	1273.51	1172.83
4.56	-301.49	-484.33	-101.06	1273.42	1172.79
4.57	-300.79	-483.66	-101.43	1272.54	1173.51
4.58	-302.29	-483.74	-101.21	1274.11	1172.51
4.59	-301.78	-484.84	-101.10	1274.08	1172.64
4.60	-302.33	-483.47	-100.99	1273.69	1172.81
4.61	-303.17	-483.33	-101.25	1273.98	1173.18
4.62	-304.41	-483.82	-101.64	1274.02	1172.38
4.63	-300.77	-483.81	-101.13	1273.91	1172.94
4.64	-301.89	-484.49	-101.08	1273.95	1172.62
4.65	-302.61	-483.19	-101.35	1273.82	1172.77
4.66	-303.22	-483.84	-101.43	1273.67	1171.83
4.67	-303.44	-485.50	-101.25	1273.47	1172.65
4.68	-302.83	-484.24	-101.03	1273.01	1173.00
4.69	-303.07	-484.41	-101.31	1270.99	1172.96
4.70	-302.62	-481.89	-101.53	1271.66	1172.10
4.71	-303.29	-482.73	-101.35	1270.07	1172.63
4.72	-302.97	-481.39	-101.27	1273.77	1171.72
4.73	-304.01	-483.48	-101.34	1273.73	1173.66
4.74	-303.68	-483.82	-101.61	1273.64	1172.27
4.75	-302.30	-483.80	-101.53	1274.34	1172.72
4.76	-302.25	-484.53	-101.20	1274.51	1173.14
4.77	-302.36	-483.02	-101.42	1271.41	1172.77
4.78	-302.53	-485.23	-101.67	1273.52	1171.71
4.79	-302.37	-483.61	-101.62	1273.50	1173.02
4.80	-301.53	-483.46	-101.45	1274.20	1172.40
